Entity,Code,Year,"Literacy rate, adult male (% of males ages 15 and above)"
Philippines,PHL,2015,98.1232528686523
Poland,POL,1978,99.2751693725586
Poland,POL,1988,99.2751693725586
Poland,POL,1998,99.2751693725586
Poland,POL,2008,99.2751693725586
Portugal,PRT,1981,84.8333435058594
Portugal,PRT,1991,91.5870590209961
Portugal,PRT,2001,93.3008270263672
Portugal,PRT,2011,96.2855834960938
Portugal,PRT,2018,97.3536224365234
Pre-demographic dividend,,1986,60.7966804504395
Pre-demographic dividend,,1987,61.5045204162598
Pre-demographic dividend,,1988,61.9505996704102
Pre-demographic dividend,,1989,62.651668548584
Pre-demographic dividend,,1990,63.1561698913574
Pre-demographic dividend,,1991,63.2450408935547
Pre-demographic dividend,,1992,63.850658416748
Pre-demographic dividend,,1993,64.3026428222656
Pre-demographic dividend,,1994,64.7528762817383
Pre-demographic dividend,,1995,64.8809204101563
Pre-demographic dividend,,1996,65.3382110595703
Pre-demographic dividend,,1997,66.0666122436523
Pre-demographic dividend,,1998,66.7400207519531
Pre-demographic dividend,,1999,67.5497283935547
Pre-demographic dividend,,2000,66.2568969726563
Pre-demographic dividend,,2001,67.047721862793
Pre-demographic dividend,,2002,67.5117568969727
Pre-demographic dividend,,2003,67.5019912719727
Pre-demographic dividend,,2004,68.515739440918
Pre-demographic dividend,,2005,67.8542175292969
Pre-demographic dividend,,2006,67.7666320800781
Pre-demographic dividend,,2007,65.0054702758789
Pre-demographic dividend,,2008,64.6406326293945
Pre-demographic dividend,,2009,64.0330810546875
Pre-demographic dividend,,2010,64.4411773681641
Pre-demographic dividend,,2011,65.7534484863281
Pre-demographic dividend,,2012,68.2595672607422
Pre-demographic dividend,,2013,68.7743530273438
Pre-demographic dividend,,2014,69.6731567382813
Pre-demographic dividend,,2015,68.4058990478516
Pre-demographic dividend,,2016,70.4497299194336
Pre-demographic dividend,,2017,71.058479309082
Pre-demographic dividend,,2018,69.9084701538086
Pre-demographic dividend,,2019,70.2760620117188
Puerto Rico,PRI,1980,87.7480316162109
Puerto Rico,PRI,1990,89.5026931762695
Puerto Rico,PRI,2010,91.3307800292969
Puerto Rico,PRI,2017,92.3899612426758
Qatar,QAT,1986,76.7958297729492
Qatar,QAT,1997,84.2445602416992
Qatar,QAT,2004,86.7398223876953
Qatar,QAT,2007,89.957893371582
Qatar,QAT,2008,91.435791015625
Qatar,QAT,2009,91.3668212890625
Qatar,QAT,2010,91.7486190795898
Qatar,QAT,2011,91.6541366577148
Qatar,QAT,2012,89.9982604980469
Qatar,QAT,2013,90.3434295654297
Qatar,QAT,2014,91.046516418457
Qatar,QAT,2016,92.8815612792969
Qatar,QAT,2017,93.1444625854492
Romania,ROU,1992,98.5320205688477
Romania,ROU,2002,98.4044036865234
Romania,ROU,2011,99.0342864990234
Romania,ROU,2018,99.1080093383789
Russia,RUS,1989,99.4562377929688
Russia,RUS,2002,99.6940765380859
Russia,RUS,2010,99.7283096313477
Russia,RUS,2018,99.7251586914063
Rwanda,RWA,1978,50.8232612609863
Rwanda,RWA,2000,71.4193801879883
Rwanda,RWA,2010,71.1305389404297
Rwanda,RWA,2012,72.445182800293
Rwanda,RWA,2014,76.1497268676758
Rwanda,RWA,2018,77.5587997436523
Saint Vincent and the Grenadines,VCT,1970,95.8000030517578
Samoa,WSM,1991,98.4156875610352
Samoa,WSM,2011,98.8819198608398
Samoa,WSM,2018,98.9560928344727
San Marino,SMR,2018,99.9320831298828
Sao Tome and Principe,STP,1981,73.1411514282227
Sao Tome and Principe,STP,1991,85.249641418457
Sao Tome and Principe,STP,2001,92.2346725463867
Sao Tome and Principe,STP,2008,80.3302383422852
Sao Tome and Principe,STP,2012,94.956169128418
Sao Tome and Principe,STP,2018,96.1626815795898
Saudi Arabia,SAU,1992,79.9685287475586
Saudi Arabia,SAU,2000,87.0607681274414
Saudi Arabia,SAU,2004,87.5320434570313
Saudi Arabia,SAU,2013,96.5314331054688
Saudi Arabia,SAU,2017,97.1037063598633
Senegal,SEN,1988,36.9028816223145
Senegal,SEN,2002,51.0515289306641
Senegal,SEN,2006,52.2584800720215
Senegal,SEN,2009,59.7842712402344
Senegal,SEN,2011,66.0360107421875
Senegal,SEN,2013,53.9004096984863
Senegal,SEN,2017,64.8122787475586
Serbia,SRB,2003,98.9071807861328
Serbia,SRB,2011,99.2646408081055
Serbia,SRB,2016,99.4997024536133
Seychelles,SYC,1987,82.9316635131836
Seychelles,SYC,1994,87.0151596069336
Seychelles,SYC,2002,91.4073181152344
Seychelles,SYC,2010,93.4639205932617
Seychelles,SYC,2018,95.4117584228516
Sierra Leone,SLE,2004,46.6542892456055
Sierra Leone,SLE,2013,41.3321685791016
Sierra Leone,SLE,2018,51.6468811035156
Singapore,SGP,1980,91.5662307739258
Singapore,SGP,1990,95.0931625366211
Singapore,SGP,2000,96.5651016235352
Singapore,SGP,2010,98.0371398925781
Singapore,SGP,2011,98.3928375244141
Singapore,SGP,2012,98.4694595336914
Singapore,SGP,2013,98.5425415039063
Singapore,SGP,2014,98.609016418457
Singapore,SGP,2015,98.5595703125
Singapore,SGP,2016,98.7344665527344
Singapore,SGP,2017,98.7969207763672
Singapore,SGP,2018,98.8508987426758
Slovenia,SVN,1991,99.6020889282227
Slovenia,SVN,2004,99.6900024414063
Slovenia,SVN,2014,99.6900024414063
Small states,,1986,79.2978897094727
Small states,,1987,79.5327224731445
Small states,,1988,79.5670166015625
Small states,,1989,79.8640823364258
Small states,,1990,80.0694580078125
Small states,,1991,80.3306274414063
Small states,,1992,80.6447830200195
Small states,,1993,80.9786529541016
Small states,,1994,81.1625137329102
Small states,,1995,81.4855194091797
Small states,,1996,81.9382019042969
Small states,,1997,82.3472595214844
Small states,,1998,83.0036087036133
Small states,,1999,83.2394714355469
Small states,,2000,83.5490417480469
Small states,,2001,84.1556396484375
Small states,,2002,84.7655029296875
Small states,,2003,85.2496337890625
Small states,,2004,85.4613571166992
Small states,,2005,85.9600677490234
Small states,,2006,85.5156784057617
Small states,,2007,84.7025909423828
Small states,,2008,85.6137619018555
Small states,,2009,85.1938705444336
Small states,,2010,85.6601791381836
Small states,,2011,86.2033233642578
Small states,,2012,86.3290023803711
Small states,,2013,86.6612930297852
Small states,,2014,86.9650421142578
Small states,,2015,88.3786010742188
Small states,,2016,88.037712097168
Small states,,2017,88.1699829101563
Small states,,2018,88.2884521484375
Small states,,2019,88.4457473754883
Solomon Islands,SLB,1999,83.6999969482422
Solomon Islands,SLB,2009,83.6999969482422
Somalia,SOM,1972,7.19844007492065
South Africa,ZAF,1980,77.5255966186523
South Africa,ZAF,1996,84.0713806152344
South Africa,ZAF,2007,90.7175903320313
South Africa,ZAF,2009,94.1214599609375
South Africa,ZAF,2010,94.1438522338867
South Africa,ZAF,2011,94.2450866699219
South Africa,ZAF,2012,94.9637222290039
South Africa,ZAF,2014,95.2868499755859
South Africa,ZAF,2015,95.3965301513672
South Africa,ZAF,2017,87.6777496337891
South Asia,,1975,49.9416885375977
South Asia,,1976,49.9593315124512
South Asia,,1977,50.5481796264648
South Asia,,1978,51.1083908081055
South Asia,,1979,51.6183090209961
South Asia,,1980,52.1358909606934
South Asia,,1981,51.9708786010742
South Asia,,1982,53.1279106140137
South Asia,,1983,53.6479797363281
South Asia,,1984,54.1579399108887
South Asia,,1985,54.6607513427734
South Asia,,1986,55.1471405029297
South Asia,,1987,55.629150390625
South Asia,,1988,57.084529876709
South Asia,,1989,57.6954803466797
South Asia,,1990,58.2714881896973
South Asia,,1991,58.3313293457031
South Asia,,1992,59.857250213623
South Asia,,1993,60.897029876709
South Asia,,1994,61.5289993286133
South Asia,,1995,62.1688385009766
South Asia,,1996,62.8070487976074
South Asia,,1997,63.4441604614258
South Asia,,1998,68.6054992675781
South Asia,,1999,69.1388931274414
South Asia,,2000,69.6803894042969
South Asia,,2001,69.8562698364258
South Asia,,2002,70.7300033569336
South Asia,,2003,71.6434097290039
South Asia,,2004,72.1770324707031
South Asia,,2005,72.5454406738281
South Asia,,2006,72.5769424438477
South Asia,,2007,72.8914566040039
South Asia,,2008,74.7773666381836
South Asia,,2009,75.2964477539063
South Asia,,2010,75.7161712646484
South Asia,,2011,75.840690612793
South Asia,,2012,76.5397720336914
South Asia,,2013,77.0527114868164
South Asia,,2014,77.5051727294922
South Asia,,2015,78.2688064575195
South Asia,,2016,79.3809585571289
South Asia,,2017,79.8610610961914
South Asia,,2018,80.3054809570313
South Asia,,2019,80.8053970336914
South Asia (IDA & IBRD),,1975,49.9416885375977
South Asia (IDA & IBRD),,1976,49.9593315124512
South Asia (IDA & IBRD),,1977,50.5481796264648
South Asia (IDA & IBRD),,1978,51.1083908081055
South Asia (IDA & IBRD),,1979,51.6183090209961
South Asia (IDA & IBRD),,1980,52.1358909606934
South Asia (IDA & IBRD),,1981,51.9708786010742
South Asia (IDA & IBRD),,1982,53.1279106140137
South Asia (IDA & IBRD),,1983,53.6479797363281
South Asia (IDA & IBRD),,1984,54.1579399108887
South Asia (IDA & IBRD),,1985,54.6607513427734
South Asia (IDA & IBRD),,1986,55.1471405029297
South Asia (IDA & IBRD),,1987,55.629150390625
South Asia (IDA & IBRD),,1988,57.084529876709
South Asia (IDA & IBRD),,1989,57.6954803466797
South Asia (IDA & IBRD),,1990,58.2714881896973
South Asia (IDA & IBRD),,1991,58.3313293457031
South Asia (IDA & IBRD),,1992,59.857250213623
South Asia (IDA & IBRD),,1993,60.897029876709
South Asia (IDA & IBRD),,1994,61.5289993286133
South Asia (IDA & IBRD),,1995,62.1688385009766
South Asia (IDA & IBRD),,1996,62.8070487976074
South Asia (IDA & IBRD),,1997,63.4441604614258
South Asia (IDA & IBRD),,1998,68.6054992675781
South Asia (IDA & IBRD),,1999,69.1388931274414
South Asia (IDA & IBRD),,2000,69.6803894042969
South Asia (IDA & IBRD),,2001,69.8562698364258
South Asia (IDA & IBRD),,2002,70.7300033569336
South Asia (IDA & IBRD),,2003,71.6434097290039
South Asia (IDA & IBRD),,2004,72.1770324707031
South Asia (IDA & IBRD),,2005,72.5454406738281
South Asia (IDA & IBRD),,2006,72.5769424438477
South Asia (IDA & IBRD),,2007,72.8914566040039
South Asia (IDA & IBRD),,2008,74.7773666381836
South Asia (IDA & IBRD),,2009,75.2964477539063
South Asia (IDA & IBRD),,2010,75.7161712646484
South Asia (IDA & IBRD),,2011,75.840690612793
South Asia (IDA & IBRD),,2012,76.5397720336914
South Asia (IDA & IBRD),,2013,77.0527114868164
South Asia (IDA & IBRD),,2014,77.5051727294922
South Asia (IDA & IBRD),,2015,78.2688064575195
South Asia (IDA & IBRD),,2016,79.3809585571289
South Asia (IDA & IBRD),,2017,79.8610610961914
South Asia (IDA & IBRD),,2018,80.3054809570313
South Asia (IDA & IBRD),,2019,80.8053970336914
South Korea,KOR,2008,98.3155212402344
South Sudan,SSD,2008,34.8369293212891
South Sudan,SSD,2018,40.2648086547852
Spain,ESP,1981,95.8975296020508
Spain,ESP,1991,98.0354919433594
Spain,ESP,2004,98.143913269043
Spain,ESP,2005,98.6174697875977
Spain,ESP,2006,98.5610275268555
Spain,ESP,2007,98.6334609985352
Spain,ESP,2008,98.4022979736328
Spain,ESP,2009,98.4619369506836
Spain,ESP,2010,98.5257110595703
Spain,ESP,2011,98.5361862182617
Spain,ESP,2012,98.6065292358398
Spain,ESP,2013,98.7487487792969
Spain,ESP,2014,98.7312698364258
Spain,ESP,2015,98.7708892822266
Spain,ESP,2016,98.8359680175781
Spain,ESP,2018,98.9253921508789
Sri Lanka,LKA,1981,91.3483963012695
Sri Lanka,LKA,2001,92.2702026367188
Sri Lanka,LKA,2006,92.7136535644531
Sri Lanka,LKA,2008,92.2439270019531
Sri Lanka,LKA,2010,92.5784683227539
Sri Lanka,LKA,2016,93.4558868408203
Sri Lanka,LKA,2017,92.9805526733398
Sri Lanka,LKA,2018,92.7729263305664
Sub-Saharan Africa,,1985,60.2024612426758
Sub-Saharan Africa,,1986,60.4894599914551
Sub-Saharan Africa,,1987,61.0681381225586
Sub-Saharan Africa,,1988,61.43798828125
Sub-Saharan Africa,,1989,61.9973983764648
Sub-Saharan Africa,,1990,62.5163116455078
Sub-Saharan Africa,,1991,62.5825881958008
Sub-Saharan Africa,,1992,63.2353591918945
Sub-Saharan Africa,,1993,63.7189483642578
Sub-Saharan Africa,,1994,64.3360366821289
Sub-Saharan Africa,,1995,64.3978271484375
Sub-Saharan Africa,,1996,64.8688735961914
Sub-Saharan Africa,,1997,65.479736328125
Sub-Saharan Africa,,1998,66.0856704711914
Sub-Saharan Africa,,1999,66.7854537963867
Sub-Saharan Africa,,2000,65.6977615356445
Sub-Saharan Africa,,2001,66.4601669311523
Sub-Saharan Africa,,2002,67.4921035766602
Sub-Saharan Africa,,2003,67.6040802001953
Sub-Saharan Africa,,2004,69.460578918457
Sub-Saharan Africa,,2005,68.1669387817383
Sub-Saharan Africa,,2006,68.2655181884766
Sub-Saharan Africa,,2007,66.4372024536133
Sub-Saharan Africa,,2008,66.2652206420898
Sub-Saharan Africa,,2009,67.1384506225586
Sub-Saharan Africa,,2010,67.5255737304688
Sub-Saharan Africa,,2011,68.7229766845703
Sub-Saharan Africa,,2012,69.7156219482422
Sub-Saharan Africa,,2013,70.3738098144531
Sub-Saharan Africa,,2014,70.8863525390625
Sub-Saharan Africa,,2015,71.2149276733398
Sub-Saharan Africa,,2016,71.6360473632813
Sub-Saharan Africa,,2017,71.6096115112305
Sub-Saharan Africa,,2018,71.9540328979492
Sub-Saharan Africa,,2019,72.2297973632813
Sub-Saharan Africa (IDA & IBRD),,1985,60.2024612426758
Sub-Saharan Africa (IDA & IBRD),,1986,60.4894599914551
Sub-Saharan Africa (IDA & IBRD),,1987,61.0681381225586
Sub-Saharan Africa (IDA & IBRD),,1988,61.43798828125
Sub-Saharan Africa (IDA & IBRD),,1989,61.9973983764648
Sub-Saharan Africa (IDA & IBRD),,1990,62.5163116455078
Sub-Saharan Africa (IDA & IBRD),,1991,62.5825881958008
Sub-Saharan Africa (IDA & IBRD),,1992,63.2353591918945
Sub-Saharan Africa (IDA & IBRD),,1993,63.7189483642578
Sub-Saharan Africa (IDA & IBRD),,1994,64.3360366821289
Sub-Saharan Africa (IDA & IBRD),,1995,64.3978271484375
Sub-Saharan Africa (IDA & IBRD),,1996,64.8688735961914
Sub-Saharan Africa (IDA & IBRD),,1997,65.479736328125
Sub-Saharan Africa (IDA & IBRD),,1998,66.0856704711914
Sub-Saharan Africa (IDA & IBRD),,1999,66.7854537963867
Sub-Saharan Africa (IDA & IBRD),,2000,65.6977615356445
Sub-Saharan Africa (IDA & IBRD),,2001,66.4601669311523
Sub-Saharan Africa (IDA & IBRD),,2002,67.4921035766602
Sub-Saharan Africa (IDA & IBRD),,2003,67.6040802001953
Sub-Saharan Africa (IDA & IBRD),,2004,69.460578918457
Sub-Saharan Africa (IDA & IBRD),,2005,68.1669387817383
Sub-Saharan Africa (IDA & IBRD),,2006,68.2655181884766
Sub-Saharan Africa (IDA & IBRD),,2007,66.4372024536133
Sub-Saharan Africa (IDA & IBRD),,2008,66.2652206420898
Sub-Saharan Africa (IDA & IBRD),,2009,67.1384506225586
Sub-Saharan Africa (IDA & IBRD),,2010,67.5255737304688
Sub-Saharan Africa (IDA & IBRD),,2011,68.7229766845703
Sub-Saharan Africa (IDA & IBRD),,2012,69.7156219482422
Sub-Saharan Africa (IDA & IBRD),,2013,70.3738098144531
Sub-Saharan Africa (IDA & IBRD),,2014,70.8863525390625
Sub-Saharan Africa (IDA & IBRD),,2015,71.2149276733398
Sub-Saharan Africa (IDA & IBRD),,2016,71.6360473632813
Sub-Saharan Africa (IDA & IBRD),,2017,71.6096115112305
Sub-Saharan Africa (IDA & IBRD),,2018,71.9540328979492
Sub-Saharan Africa (IDA & IBRD),,2019,72.2297973632813
Sub-Saharan Africa (excluding high income),,1985,60.1300010681152
Sub-Saharan Africa (excluding high income),,1986,60.4174499511719
Sub-Saharan Africa (excluding high income),,1987,60.997688293457
Sub-Saharan Africa (excluding high income),,1988,61.368480682373
Sub-Saharan Africa (excluding high income),,1989,61.9295196533203
Sub-Saharan Africa (excluding high income),,1990,62.4508285522461
Sub-Saharan Africa (excluding high income),,1991,62.5162086486816
Sub-Saharan Africa (excluding high income),,1992,63.1708106994629
Sub-Saharan Africa (excluding high income),,1993,63.6558113098145
Sub-Saharan Africa (excluding high income),,1994,64.2748107910156
Sub-Saharan Africa (excluding high income),,1995,64.3368072509766
Sub-Saharan Africa (excluding high income),,1996,64.8094482421875
Sub-Saharan Africa (excluding high income),,1997,65.421028137207
Sub-Saharan Africa (excluding high income),,1998,66.0286026000977
Sub-Saharan Africa (excluding high income),,1999,66.7303237915039
Sub-Saharan Africa (excluding high income),,2000,65.64013671875
Sub-Saharan Africa (excluding high income),,2001,66.4044570922852
Sub-Saharan Africa (excluding high income),,2002,67.4392776489258
Sub-Saharan Africa (excluding high income),,2003,67.551872253418
Sub-Saharan Africa (excluding high income),,2004,69.4131393432617
Sub-Saharan Africa (excluding high income),,2005,68.1166763305664
Sub-Saharan Africa (excluding high income),,2006,68.2157897949219
Sub-Saharan Africa (excluding high income),,2007,66.3835525512695
Sub-Saharan Africa (excluding high income),,2008,66.2091979980469
Sub-Saharan Africa (excluding high income),,2009,67.0847091674805
Sub-Saharan Africa (excluding high income),,2010,67.4732131958008
Sub-Saharan Africa (excluding high income),,2011,68.6736679077148
Sub-Saharan Africa (excluding high income),,2012,69.6641464233398
Sub-Saharan Africa (excluding high income),,2013,70.3259582519531
Sub-Saharan Africa (excluding high income),,2014,70.8392486572266
Sub-Saharan Africa (excluding high income),,2015,71.1693496704102
Sub-Saharan Africa (excluding high income),,2016,71.5912628173828
Sub-Saharan Africa (excluding high income),,2017,71.5696563720703
Sub-Saharan Africa (excluding high income),,2018,71.9152526855469
Sub-Saharan Africa (excluding high income),,2019,72.1920700073242
Sudan,SDN,2000,71.5810165405273
Sudan,SDN,2008,59.7982482910156
Sudan,SDN,2018,65.4351501464844
Suriname,SUR,2004,92.0163269042969
Suriname,SUR,2008,95.4929428100586
Suriname,SUR,2010,95.3647918701172
Suriname,SUR,2012,94.869873046875
Suriname,SUR,2018,96.0740432739258
Syria,SYR,1981,73.5842208862305
Syria,SYR,2002,91.0285720825195
Syria,SYR,2004,87.7581405639648
Tajikistan,TJK,1989,98.7910919189453
Tajikistan,TJK,2000,99.6839904785156
Tajikistan,TJK,2014,99.8199996948242
Tanzania,TZA,1988,71.3657073974609
Tanzania,TZA,2002,77.5064010620117
Tanzania,TZA,2010,75.4677963256836
Tanzania,TZA,2012,83.3776931762695
Tanzania,TZA,2015,83.2048492431641
Thailand,THA,1980,92.2129592895508
Thailand,THA,2000,94.9015731811523
Thailand,THA,2005,95.6002426147461
Thailand,THA,2010,96.4350204467773
Thailand,THA,2013,95.2512588500977
Thailand,THA,2015,94.6591186523438
Thailand,THA,2018,95.202392578125
Timor,TLS,2001,45.2999992370605
Timor,TLS,2007,58.5
Timor,TLS,2010,63.5917892456055
Timor,TLS,2018,71.8687210083008
Togo,TGO,2000,68.7257385253906
Togo,TGO,2006,70.2702713012695
Togo,TGO,2009,71.1663513183594
Togo,TGO,2011,74.0568237304688
Togo,TGO,2015,77.2594299316406
Tonga,TON,1976,99.6586608886719
Tonga,TON,1996,98.8340606689453
Tonga,TON,2006,98.9538803100586
Tonga,TON,2011,99.3350982666016
Tonga,TON,2018,99.3509826660156
Trinidad and Tobago,TTO,1980,96.5215301513672
Trinidad and Tobago,TTO,1990,98.0098037719727
Trinidad and Tobago,TTO,2000,98.75
Trinidad and Tobago,TTO,2010,99.1399993896484
Tunisia,TUN,1984,60.4072303771973
Tunisia,TUN,2004,83.3850936889648
Tunisia,TUN,2007,86.0536804199219
Tunisia,TUN,2008,86.3758087158203
Tunisia,TUN,2010,87.375732421875
Tunisia,TUN,2011,87.7607574462891
Tunisia,TUN,2012,88.4757766723633
Tunisia,TUN,2014,86.0601196289063
Turkey,TUR,1975,77.5039367675781
Turkey,TUR,1980,81.4494400024414
Turkey,TUR,1985,87.6197204589844
Turkey,TUR,1990,89.8470306396484
Turkey,TUR,2004,95.2734909057617
Turkey,TUR,2005,96.000617980957
Turkey,TUR,2006,95.9956207275391
Turkey,TUR,2007,96.2018585205078
Turkey,TUR,2009,96.3777084350586
Turkey,TUR,2010,97.2998123168945
Turkey,TUR,2011,97.9349899291992
Turkey,TUR,2012,98.2629013061523
Turkey,TUR,2013,98.4013671875
Turkey,TUR,2014,98.4967880249023
Turkey,TUR,2015,98.5756225585938
Turkey,TUR,2016,98.7758331298828
Turkey,TUR,2017,98.8199615478516
Turkmenistan,TKM,1995,99.3249816894531
Turkmenistan,TKM,2014,99.75
Uganda,UGA,1991,68.1980895996094
Uganda,UGA,2002,78.3040237426758
Uganda,UGA,2006,81.3885879516602
Uganda,UGA,2010,82.6313934326172
Uganda,UGA,2012,79.1230392456055
Uganda,UGA,2018,82.6560134887695
Ukraine,UKR,2001,99.7434310913086
Ukraine,UKR,2012,99.9939422607422
United Arab Emirates,ARE,1975,58.3861083984375
United Arab Emirates,ARE,1985,72.2742767333984
United Arab Emirates,ARE,2005,89.4821014404297
United Arab Emirates,ARE,2015,92.5561599731445
Upper middle income,,1976,79.483757019043
Upper middle income,,1977,79.6298065185547
Upper middle income,,1978,80.2645797729492
Upper middle income,,1979,80.8878784179688
Upper middle income,,1980,81.1706695556641
Upper middle income,,1981,82.0761032104492
Upper middle income,,1982,82.5522689819336
Upper middle income,,1983,83.2497482299805
Upper middle income,,1984,83.8727722167969
Upper middle income,,1985,84.4155197143555
Upper middle income,,1986,84.9120101928711
Upper middle income,,1987,85.555908203125
Upper middle income,,1988,87.7962417602539
Upper middle income,,1989,88.1681594848633
Upper middle income,,1990,88.0701293945313
Upper middle income,,1991,88.9703598022461
Upper middle income,,1992,89.3586120605469
Upper middle income,,1993,89.7261962890625
Upper middle income,,1994,90.0812835693359
Upper middle income,,1995,90.4539566040039
Upper middle income,,1996,90.7480316162109
Upper middle income,,1997,93.2612228393555
Upper middle income,,1998,93.497802734375
Upper middle income,,1999,93.7192916870117
Upper middle income,,2000,93.9782485961914
Upper middle income,,2001,94.2213287353516
Upper middle income,,2002,94.3364334106445
Upper middle income,,2003,94.7319793701172
Upper middle income,,2004,94.8939437866211
Upper middle income,,2005,95.1604309082031
Upper middle income,,2006,95.3300094604492
Upper middle income,,2007,95.8314437866211
Upper middle income,,2008,95.9880981445313
Upper middle income,,2009,96.0342330932617
Upper middle income,,2010,96.0851135253906
Upper middle income,,2011,96.2213821411133
Upper middle income,,2012,96.5874633789063
Upper middle income,,2013,96.6098022460938
Upper middle income,,2014,96.8898620605469
Upper middle income,,2015,96.6708602905273
Upper middle income,,2016,97.1561737060547
Upper middle income,,2017,97.1265411376953
Upper middle income,,2018,96.8421783447266
Upper middle income,,2019,96.9882583618164
Uruguay,URY,1975,93.3882598876953
Uruguay,URY,1985,94.833610534668
Uruguay,URY,1996,96.2445297241211
Uruguay,URY,2006,97.4447784423828
Uruguay,URY,2007,97.4216918945313
Uruguay,URY,2008,97.8312835693359
Uruguay,URY,2009,97.9724197387695
Uruguay,URY,2010,97.6101684570313
Uruguay,URY,2011,98.0231094360352
Uruguay,URY,2012,98.1039733886719
Uruguay,URY,2013,98.0634231567383
Uruguay,URY,2014,98.0250701904297
Uruguay,URY,2015,98.1459197998047
Uruguay,URY,2016,98.2445297241211
Uruguay,URY,2017,98.2341918945313
Uruguay,URY,2018,98.3713607788086
Uzbekistan,UZB,2000,99.164436340332
Uzbekistan,UZB,2013,99.9938278198242
Uzbekistan,UZB,2014,99.9851913452148
Uzbekistan,UZB,2015,99.9920425415039
Uzbekistan,UZB,2016,99.994873046875
Uzbekistan,UZB,2018,99.9999771118164
Vanuatu,VUT,1979,57.3350982666016
Vanuatu,VUT,1984,62.310001373291
Vanuatu,VUT,1994,71.7699966430664
Vanuatu,VUT,2004,80.4800033569336
Vanuatu,VUT,2014,86.1800003051758
Vanuatu,VUT,2018,88.3063507080078
Venezuela,VEN,1981,86.4893264770508
Venezuela,VEN,1990,90.6725234985352
Venezuela,VEN,2001,93.2574462890625
Venezuela,VEN,2007,95.3817291259766
Venezuela,VEN,2009,95.6753692626953
Venezuela,VEN,2011,94.5023193359375
Venezuela,VEN,2015,96.6510772705078
Venezuela,VEN,2016,97.0391082763672
Vietnam,VNM,1979,90.381477355957
Vietnam,VNM,1989,93.0029907226563
Vietnam,VNM,1999,93.9182586669922
Vietnam,VNM,2000,93.9326782226563
Vietnam,VNM,2009,95.7853317260742
Vietnam,VNM,2018,96.4567794799805
World,OWID_WRL,1976,75.5037384033203
World,OWID_WRL,1977,75.6816635131836
World,OWID_WRL,1978,76.0572128295898
World,OWID_WRL,1979,76.4129409790039
World,OWID_WRL,1980,76.621337890625
World,OWID_WRL,1981,77.0125579833984
World,OWID_WRL,1982,77.4581832885742
World,OWID_WRL,1983,77.8534927368164
World,OWID_WRL,1984,78.246223449707
World,OWID_WRL,1985,78.6035537719727
World,OWID_WRL,1986,78.9378890991211
World,OWID_WRL,1987,79.4277496337891
World,OWID_WRL,1988,80.7790222167969
World,OWID_WRL,1989,81.0964126586914
World,OWID_WRL,1990,81.1870498657227
World,OWID_WRL,1991,81.5842514038086
World,OWID_WRL,1992,82.0196075439453
World,OWID_WRL,1993,82.3957290649414
World,OWID_WRL,1994,82.7109069824219
World,OWID_WRL,1995,83.0001373291016
World,OWID_WRL,1996,83.2891693115234
World,OWID_WRL,1997,84.5233383178711
World,OWID_WRL,1998,85.7302780151367
World,OWID_WRL,1999,85.9708404541016
World,OWID_WRL,2000,86.0588989257813
World,OWID_WRL,2001,86.2422332763672
World,OWID_WRL,2002,86.6054000854492
World,OWID_WRL,2003,87.0710906982422
World,OWID_WRL,2004,87.4223709106445
World,OWID_WRL,2005,87.3961486816406
World,OWID_WRL,2006,87.4609069824219
World,OWID_WRL,2007,87.5466766357422
World,OWID_WRL,2008,88.0105209350586
World,OWID_WRL,2009,88.1900329589844
World,OWID_WRL,2010,88.2514572143555
World,OWID_WRL,2011,88.3727416992188
World,OWID_WRL,2012,88.7789688110352
World,OWID_WRL,2013,88.9267807006836
World,OWID_WRL,2014,89.2107925415039
World,OWID_WRL,2015,89.3272705078125
World,OWID_WRL,2016,89.678337097168
World,OWID_WRL,2017,89.7974395751953
World,OWID_WRL,2018,89.775032043457
World,OWID_WRL,2019,89.9331512451172
Yemen,YEM,1994,56.7247505187988
Yemen,YEM,2004,73.1600036621094
Zambia,ZMB,1990,73.0373229980469
Zambia,ZMB,1999,76.254020690918
Zambia,ZMB,2002,80.9128570556641
Zambia,ZMB,2007,71.3176193237305
Zambia,ZMB,2010,88.6840286254883
Zambia,ZMB,2018,90.6011810302734
Zimbabwe,ZWE,1982,84.1746292114258
Zimbabwe,ZWE,1992,88.8933792114258
Zimbabwe,ZWE,2011,87.7648086547852
Zimbabwe,ZWE,2014,89.1853713989258
