Entity,Code,Year,9.b.1 - Proportion of medium and high-tech manufacturing value added in total value added (%) - NV_IND_TECH
Nigeria,NGA,2011,33.44
Nigeria,NGA,2012,33.44
Nigeria,NGA,2013,33.44
Nigeria,NGA,2014,33.44
Nigeria,NGA,2015,33.44
Nigeria,NGA,2016,33.44
Nigeria,NGA,2017,33.44
Nigeria,NGA,2018,33.44
Nigeria,NGA,2019,33.44
North Macedonia,MKD,2000,14.55
North Macedonia,MKD,2001,15.31
North Macedonia,MKD,2002,7.95
North Macedonia,MKD,2003,13.78
North Macedonia,MKD,2004,14.69
North Macedonia,MKD,2005,14.12
North Macedonia,MKD,2006,14.09
North Macedonia,MKD,2007,12.67
North Macedonia,MKD,2008,13.69
North Macedonia,MKD,2009,14.62
North Macedonia,MKD,2010,19.5
North Macedonia,MKD,2011,15.48
North Macedonia,MKD,2012,23.52
North Macedonia,MKD,2013,15.35
North Macedonia,MKD,2014,23.03
North Macedonia,MKD,2015,29.61
North Macedonia,MKD,2016,31.64
North Macedonia,MKD,2017,31.98
North Macedonia,MKD,2018,31.98
North Macedonia,MKD,2019,31.98
Northern Africa,,2000,26.85
Northern Africa,,2001,25.04
Northern Africa,,2002,25.63
Northern Africa,,2003,23.37
Northern Africa,,2004,21.45
Northern Africa,,2005,22.05
Northern Africa,,2006,20.57
Northern Africa,,2007,24.13
Northern Africa,,2008,22.1
Northern Africa,,2009,19.81
Northern Africa,,2010,21.17
Northern Africa,,2011,20.91
Northern Africa,,2012,16.5
Northern Africa,,2013,14.82
Northern Africa,,2014,12.63
Northern Africa,,2015,20.43
Northern Africa,,2016,22.26
Northern Africa,,2017,16.58
Northern Africa,,2018,20.29
Northern Africa,,2019,20.3
Northern Africa (exc. Sudan),,2000,26.85
Northern Africa (exc. Sudan),,2001,25.04
Northern Africa (exc. Sudan),,2002,25.63
Northern Africa (exc. Sudan),,2003,23.37
Northern Africa (exc. Sudan),,2004,21.45
Northern Africa (exc. Sudan),,2005,22.05
Northern Africa (exc. Sudan),,2006,20.57
Northern Africa (exc. Sudan),,2007,24.13
Northern Africa (exc. Sudan),,2008,22.1
Northern Africa (exc. Sudan),,2009,19.81
Northern Africa (exc. Sudan),,2010,21.17
Northern Africa (exc. Sudan),,2011,20.91
Northern Africa (exc. Sudan),,2012,16.5
Northern Africa (exc. Sudan),,2013,14.82
Northern Africa (exc. Sudan),,2014,12.63
Northern Africa (exc. Sudan),,2015,20.43
Northern Africa (exc. Sudan),,2016,22.26
Northern Africa (exc. Sudan),,2017,16.58
Northern Africa (exc. Sudan),,2018,20.29
Northern Africa (exc. Sudan),,2019,20.3
Northern Africa and Western Asia,,2000,31.03
Northern Africa and Western Asia,,2001,28.53
Northern Africa and Western Asia,,2002,31.67
Northern Africa and Western Asia,,2003,31.62
Northern Africa and Western Asia,,2004,31.28
Northern Africa and Western Asia,,2005,32.26
Northern Africa and Western Asia,,2006,32.22
Northern Africa and Western Asia,,2007,33.42
Northern Africa and Western Asia,,2008,33.52
Northern Africa and Western Asia,,2009,31.74
Northern Africa and Western Asia,,2010,31.45
Northern Africa and Western Asia,,2011,30.38
Northern Africa and Western Asia,,2012,31.32
Northern Africa and Western Asia,,2013,30.54
Northern Africa and Western Asia,,2014,30.46
Northern Africa and Western Asia,,2015,31.77
Northern Africa and Western Asia,,2016,32.39
Northern Africa and Western Asia,,2017,31.54
Northern Africa and Western Asia,,2018,33.8
Northern Africa and Western Asia,,2019,32.77
Northern America,,2000,50.48
Northern America,,2001,49.01
Northern America,,2002,49.72
Northern America,,2003,49.66
Northern America,,2004,49.12
Northern America,,2005,48.19
Northern America,,2006,48.35
Northern America,,2007,49.43
Northern America,,2008,50.03
Northern America,,2009,46.55
Northern America,,2010,47.05
Northern America,,2011,46.64
Northern America,,2012,46.87
Northern America,,2013,46.59
Northern America,,2014,47.87
Northern America,,2015,47.71
Northern America,,2016,47.28
Northern America,,2017,47.53
Northern America,,2018,47.05
Northern America,,2019,46.33
Northern Europe,,2000,45.62
Northern Europe,,2001,45.17
Northern Europe,,2002,45.73
Northern Europe,,2003,45.71
Northern Europe,,2004,45.12
Northern Europe,,2005,45.71
Northern Europe,,2006,46.71
Northern Europe,,2007,47.2
Northern Europe,,2008,47.14
Northern Europe,,2009,48.69
Northern Europe,,2010,49.79
Northern Europe,,2011,49.47
Northern Europe,,2012,50.29
Northern Europe,,2013,51.05
Northern Europe,,2014,49.87
Northern Europe,,2015,50.13
Northern Europe,,2016,49.27
Northern Europe,,2017,49.87
Northern Europe,,2018,50.47
Northern Europe,,2019,49.65
Norway,NOR,2000,49.98
Norway,NOR,2001,48.75
Norway,NOR,2002,51.43
Norway,NOR,2003,51.06
Norway,NOR,2004,48.14
Norway,NOR,2005,50.26
Norway,NOR,2006,54.69
Norway,NOR,2007,54.68
Norway,NOR,2008,58.43
Norway,NOR,2009,63.37
Norway,NOR,2010,58.13
Norway,NOR,2011,58.67
Norway,NOR,2012,59.02
Norway,NOR,2013,64.51
Norway,NOR,2014,59.6
Norway,NOR,2015,56.59
Norway,NOR,2016,51.31
Norway,NOR,2017,47.61
Norway,NOR,2018,46.63
Norway,NOR,2019,40.22
Oceania,,2000,24.79
Oceania,,2001,23.72
Oceania,,2002,22.98
Oceania,,2003,22.82
Oceania,,2004,23.42
Oceania,,2005,23.02
Oceania,,2006,23.59
Oceania,,2007,24.83
Oceania,,2008,24.76
Oceania,,2009,26.31
Oceania,,2010,26.25
Oceania,,2011,27.82
Oceania,,2012,28.7
Oceania,,2013,28.81
Oceania,,2014,28.49
Oceania,,2015,27.11
Oceania,,2016,27.29
Oceania,,2017,27.9
Oceania,,2018,28.18
Oceania,,2019,26.76
Oceania (exc. Australia and New Zealand),,2000,9.82
Oceania (exc. Australia and New Zealand),,2001,7.95
Oceania (exc. Australia and New Zealand),,2002,8.61
Oceania (exc. Australia and New Zealand),,2003,8.6
Oceania (exc. Australia and New Zealand),,2004,8.49
Oceania (exc. Australia and New Zealand),,2005,9.26
Oceania (exc. Australia and New Zealand),,2006,8.91
Oceania (exc. Australia and New Zealand),,2007,8.78
Oceania (exc. Australia and New Zealand),,2008,8.91
Oceania (exc. Australia and New Zealand),,2009,9.67
Oceania (exc. Australia and New Zealand),,2010,9.86
Oceania (exc. Australia and New Zealand),,2011,9.91
Oceania (exc. Australia and New Zealand),,2012,10.13
Oceania (exc. Australia and New Zealand),,2013,9.77
Oceania (exc. Australia and New Zealand),,2014,9.59
Oceania (exc. Australia and New Zealand),,2015,9.29
Oceania (exc. Australia and New Zealand),,2016,9.25
Oceania (exc. Australia and New Zealand),,2017,9.65
Oceania (exc. Australia and New Zealand),,2018,9.56
Oceania (exc. Australia and New Zealand),,2019,9.73
Oman,OMN,2000,9.34
Oman,OMN,2001,6.08
Oman,OMN,2002,7.82
Oman,OMN,2003,6.74
Oman,OMN,2004,6.76
Oman,OMN,2005,15.84
Oman,OMN,2006,13.1
Oman,OMN,2007,16.75
Oman,OMN,2008,14.23
Oman,OMN,2009,26.98
Oman,OMN,2010,19.39
Oman,OMN,2011,42.68
Oman,OMN,2012,48.27
Oman,OMN,2013,27.59
Oman,OMN,2014,17.86
Oman,OMN,2015,21.26
Oman,OMN,2016,22.43
Oman,OMN,2017,21.12
Oman,OMN,2018,45.31
Oman,OMN,2019,45.02
Other non-specified areas in Eastern Asia,,2000,56.21
Other non-specified areas in Eastern Asia,,2001,55.32
Other non-specified areas in Eastern Asia,,2002,58.58
Other non-specified areas in Eastern Asia,,2003,61.5
Other non-specified areas in Eastern Asia,,2004,62.58
Other non-specified areas in Eastern Asia,,2005,63.63
Other non-specified areas in Eastern Asia,,2006,65.46
Other non-specified areas in Eastern Asia,,2007,65.93
Other non-specified areas in Eastern Asia,,2008,67.25
Other non-specified areas in Eastern Asia,,2009,66.89
Other non-specified areas in Eastern Asia,,2010,67.91
Other non-specified areas in Eastern Asia,,2011,67.69
Other non-specified areas in Eastern Asia,,2012,68.49
Other non-specified areas in Eastern Asia,,2013,68.77
Other non-specified areas in Eastern Asia,,2014,70.81
Other non-specified areas in Eastern Asia,,2015,69.46
Other non-specified areas in Eastern Asia,,2016,68.66
Other non-specified areas in Eastern Asia,,2017,69.09
Other non-specified areas in Eastern Asia,,2018,68.66
Other non-specified areas in Eastern Asia,,2019,68.43
Pakistan,PAK,2000,25.23
Pakistan,PAK,2001,25.23
Pakistan,PAK,2002,25.23
Pakistan,PAK,2003,25.23
Pakistan,PAK,2004,22.96
Pakistan,PAK,2005,22.96
Pakistan,PAK,2006,24.62
Pakistan,PAK,2007,24.62
Pakistan,PAK,2008,24.62
Pakistan,PAK,2009,24.62
Pakistan,PAK,2010,24.62
Pakistan,PAK,2011,24.62
Pakistan,PAK,2012,24.62
Pakistan,PAK,2013,24.62
Pakistan,PAK,2014,24.62
Pakistan,PAK,2015,24.62
Pakistan,PAK,2016,24.62
Pakistan,PAK,2017,24.62
Pakistan,PAK,2018,24.62
Pakistan,PAK,2019,24.62
Palestine,PSE,2000,6.38
Palestine,PSE,2001,7.12
Palestine,PSE,2002,8.88
Palestine,PSE,2003,9.08
Palestine,PSE,2004,7.02
Palestine,PSE,2005,7.49
Palestine,PSE,2006,7.13
Palestine,PSE,2007,5.69
Palestine,PSE,2008,5.58
Palestine,PSE,2009,7.5
Palestine,PSE,2010,5.32
Palestine,PSE,2011,11.22
Palestine,PSE,2012,5.52
Palestine,PSE,2013,1.6
Palestine,PSE,2014,3.09
Palestine,PSE,2015,2.19
Palestine,PSE,2016,2.52
Palestine,PSE,2017,6.99
Palestine,PSE,2018,7.58
Palestine,PSE,2019,7.58
Panama,PAN,2000,6.73
Panama,PAN,2001,10.52
Panama,PAN,2002,8.32
Panama,PAN,2003,8.17
Panama,PAN,2004,8.17
Panama,PAN,2005,8.32
Panama,PAN,2006,8.32
Panama,PAN,2007,8.32
Panama,PAN,2008,8.32
Panama,PAN,2009,6.52
Panama,PAN,2010,6.52
Panama,PAN,2011,6.52
Panama,PAN,2012,6.67
Panama,PAN,2013,6.24
Panama,PAN,2014,8.03
Panama,PAN,2015,8.01
Panama,PAN,2016,8
Panama,PAN,2017,8.32
Panama,PAN,2018,8.32
Panama,PAN,2019,6.21
Papua New Guinea,PNG,2000,12.61
Papua New Guinea,PNG,2001,12.61
Papua New Guinea,PNG,2002,12.61
Papua New Guinea,PNG,2003,12.61
Papua New Guinea,PNG,2004,12.61
Papua New Guinea,PNG,2005,12.61
Papua New Guinea,PNG,2006,12.61
Papua New Guinea,PNG,2007,12.61
Papua New Guinea,PNG,2008,12.61
Papua New Guinea,PNG,2009,12.61
Papua New Guinea,PNG,2010,12.61
Papua New Guinea,PNG,2011,12.61
Papua New Guinea,PNG,2012,12.61
Papua New Guinea,PNG,2013,12.61
Papua New Guinea,PNG,2014,12.61
Papua New Guinea,PNG,2015,12.61
Papua New Guinea,PNG,2016,12.61
Papua New Guinea,PNG,2017,12.61
Papua New Guinea,PNG,2018,12.61
Papua New Guinea,PNG,2019,12.61
Paraguay,PRY,2000,10.98
Paraguay,PRY,2001,10.98
Paraguay,PRY,2002,12.87
Paraguay,PRY,2003,11.12
Paraguay,PRY,2004,11.12
Paraguay,PRY,2005,11.12
Paraguay,PRY,2006,12.88
Paraguay,PRY,2007,21.26
Paraguay,PRY,2008,21.26
Paraguay,PRY,2009,21.26
Paraguay,PRY,2010,21.92
Paraguay,PRY,2011,21.83
Paraguay,PRY,2012,21.83
Paraguay,PRY,2013,21.83
Paraguay,PRY,2014,21.83
Paraguay,PRY,2015,21.83
Paraguay,PRY,2016,21.83
Paraguay,PRY,2017,21.83
Paraguay,PRY,2018,21.83
Paraguay,PRY,2019,21.83
Peru,PER,2000,14.85
Peru,PER,2001,15.17
Peru,PER,2002,14.7
Peru,PER,2003,14.28
Peru,PER,2004,13.41
Peru,PER,2005,13.62
Peru,PER,2006,14.37
Peru,PER,2007,15.53
Peru,PER,2008,15.6
Peru,PER,2009,15.39
Peru,PER,2010,15.48
Peru,PER,2011,14.81
Peru,PER,2012,16.16
Peru,PER,2013,13.67
Peru,PER,2014,14.57
Peru,PER,2015,14.68
Peru,PER,2016,15.32
Peru,PER,2017,14.45
Peru,PER,2018,14.49
Peru,PER,2019,15.1
Philippines,PHL,2000,38.13
Philippines,PHL,2001,41.98
Philippines,PHL,2002,41.11
Philippines,PHL,2003,40.57
Philippines,PHL,2004,39.55
Philippines,PHL,2005,41.75
Philippines,PHL,2006,46.03
Philippines,PHL,2007,45.73
Philippines,PHL,2008,34.98
Philippines,PHL,2009,43.01
Philippines,PHL,2010,45.71
Philippines,PHL,2011,41.52
Philippines,PHL,2012,57.37
Philippines,PHL,2013,44.5
Philippines,PHL,2014,46.22
Philippines,PHL,2015,44.58
Philippines,PHL,2016,43.54
Philippines,PHL,2017,48.04
Philippines,PHL,2018,47.25
Philippines,PHL,2019,47.25
Poland,POL,2000,29.3
Poland,POL,2001,28.14
Poland,POL,2002,28.3
Poland,POL,2003,27.55
Poland,POL,2004,28.43
Poland,POL,2005,29.63
Poland,POL,2006,34.87
Poland,POL,2007,33.86
Poland,POL,2008,36.47
Poland,POL,2009,38.32
Poland,POL,2010,39.27
Poland,POL,2011,38.73
Poland,POL,2012,37.04
Poland,POL,2013,38.02
Poland,POL,2014,36.96
Poland,POL,2015,36.88
Poland,POL,2016,35.44
Poland,POL,2017,35.27
Poland,POL,2018,33.88
Poland,POL,2019,33.06
Polynesia,OWID_PYA,2000,1.61
Polynesia,OWID_PYA,2001,1.61
Polynesia,OWID_PYA,2002,1.61
Polynesia,OWID_PYA,2003,1.61
Polynesia,OWID_PYA,2004,1.61
Polynesia,OWID_PYA,2005,1.61
Polynesia,OWID_PYA,2006,1.61
Polynesia,OWID_PYA,2007,1.61
Polynesia,OWID_PYA,2008,1.61
Polynesia,OWID_PYA,2009,1.61
Polynesia,OWID_PYA,2010,1.61
Polynesia,OWID_PYA,2011,1.61
Polynesia,OWID_PYA,2012,1.61
Polynesia,OWID_PYA,2013,1.61
Polynesia,OWID_PYA,2014,1.61
Polynesia,OWID_PYA,2015,1.61
Polynesia,OWID_PYA,2016,1.61
Polynesia,OWID_PYA,2017,1.61
Polynesia,OWID_PYA,2018,1.61
Polynesia,OWID_PYA,2019,1.61
Portugal,PRT,2000,25.94
Portugal,PRT,2001,25.48
Portugal,PRT,2002,24.96
Portugal,PRT,2003,24.35
Portugal,PRT,2004,24.76
Portugal,PRT,2005,25.54
Portugal,PRT,2006,24.96
Portugal,PRT,2007,21.66
Portugal,PRT,2008,26.77
Portugal,PRT,2009,26.13
Portugal,PRT,2010,26.1
Portugal,PRT,2011,26.71
Portugal,PRT,2012,26.96
Portugal,PRT,2013,26.73
Portugal,PRT,2014,26.86
Portugal,PRT,2015,26.8
Portugal,PRT,2016,26.17
Portugal,PRT,2017,26.62
Portugal,PRT,2018,26.59
Portugal,PRT,2019,25.53
Puerto Rico,PRI,2000,82.19
Puerto Rico,PRI,2001,85.51
Puerto Rico,PRI,2002,86.86
Puerto Rico,PRI,2003,88.26
Puerto Rico,PRI,2004,87.8
Puerto Rico,PRI,2005,85.84
Puerto Rico,PRI,2006,84.64
Puerto Rico,PRI,2007,84.64
Puerto Rico,PRI,2008,84.64
Puerto Rico,PRI,2009,84.64
Puerto Rico,PRI,2010,84.64
Puerto Rico,PRI,2011,84.64
Puerto Rico,PRI,2012,84.64
Puerto Rico,PRI,2013,84.64
Puerto Rico,PRI,2014,84.64
Puerto Rico,PRI,2015,84.64
Puerto Rico,PRI,2016,84.64
Puerto Rico,PRI,2017,84.64
Puerto Rico,PRI,2018,84.64
Puerto Rico,PRI,2019,84.64
Qatar,QAT,2000,21.58
Qatar,QAT,2001,19.84
Qatar,QAT,2002,14.63
Qatar,QAT,2003,18.26
Qatar,QAT,2004,18.03
Qatar,QAT,2005,21.81
Qatar,QAT,2006,15.29
Qatar,QAT,2007,26.85
Qatar,QAT,2008,33.02
Qatar,QAT,2009,24.59
Qatar,QAT,2010,22.75
Qatar,QAT,2011,36.75
Qatar,QAT,2012,62.9
Qatar,QAT,2013,62.48
Qatar,QAT,2014,66.65
Qatar,QAT,2015,56.09
Qatar,QAT,2016,54.17
Qatar,QAT,2017,47.86
Qatar,QAT,2018,65.01
Qatar,QAT,2019,65.01
Romania,ROU,2000,23.26
Romania,ROU,2001,23.37
Romania,ROU,2002,24.21
Romania,ROU,2003,31.69
Romania,ROU,2004,29.48
Romania,ROU,2005,29.2
Romania,ROU,2006,28.68
Romania,ROU,2007,31
Romania,ROU,2008,30.78
Romania,ROU,2009,37.82
Romania,ROU,2010,40.15
Romania,ROU,2011,42
Romania,ROU,2012,41.33
Romania,ROU,2013,42.93
Romania,ROU,2014,41.35
Romania,ROU,2015,44.46
Romania,ROU,2016,45.4
Romania,ROU,2017,46.61
Romania,ROU,2018,46.94
Romania,ROU,2019,46.12
Russia,RUS,2000,32.65
Russia,RUS,2001,32.24
Russia,RUS,2002,23.04
Russia,RUS,2003,26.98
Russia,RUS,2004,24.81
Russia,RUS,2005,22.45
Russia,RUS,2006,21.88
Russia,RUS,2007,22.42
Russia,RUS,2008,24.55
Russia,RUS,2009,23.14
Russia,RUS,2010,25.04
Russia,RUS,2011,24.71
Russia,RUS,2012,26.54
Russia,RUS,2013,24.63
Russia,RUS,2014,25.57
Russia,RUS,2015,28.56
Russia,RUS,2016,28.25
Russia,RUS,2017,26.89
Russia,RUS,2018,24.6
Russia,RUS,2019,25.64
Rwanda,RWA,2000,6.52
Rwanda,RWA,2001,6.52
Rwanda,RWA,2002,6.52
Rwanda,RWA,2003,6.52
Rwanda,RWA,2004,6.52
Rwanda,RWA,2005,6.52
Rwanda,RWA,2006,6.52
Rwanda,RWA,2007,9.94
Rwanda,RWA,2008,9.94
Rwanda,RWA,2009,9.94
Rwanda,RWA,2010,9.94
Rwanda,RWA,2011,9.94
Rwanda,RWA,2012,9.94
Rwanda,RWA,2013,9.94
Rwanda,RWA,2014,9.94
Rwanda,RWA,2015,10.23
Rwanda,RWA,2016,9.79
Rwanda,RWA,2017,10
Rwanda,RWA,2018,9.96
Rwanda,RWA,2019,9.8
Saint Lucia,LCA,2000,7.83
Saint Lucia,LCA,2001,7.83
Saint Lucia,LCA,2002,7.83
Saint Lucia,LCA,2003,7.83
Saint Lucia,LCA,2004,7.83
Saint Lucia,LCA,2005,7.83
Saint Lucia,LCA,2006,7.83
Saint Lucia,LCA,2007,7.83
Saint Lucia,LCA,2008,7.83
Saint Lucia,LCA,2009,7.83
Saint Lucia,LCA,2010,7.83
Saint Lucia,LCA,2011,7.83
Saint Lucia,LCA,2012,7.83
Saint Lucia,LCA,2013,7.83
Saint Lucia,LCA,2014,7.83
Saint Lucia,LCA,2015,7.83
Saint Lucia,LCA,2016,7.83
Saint Lucia,LCA,2017,7.83
Saint Lucia,LCA,2018,7.83
Saint Lucia,LCA,2019,7.83
Saudi Arabia,SAU,2000,21.67
Saudi Arabia,SAU,2001,21.67
Saudi Arabia,SAU,2002,42.24
Saudi Arabia,SAU,2003,35.94
Saudi Arabia,SAU,2004,34.67
Saudi Arabia,SAU,2005,41.71
Saudi Arabia,SAU,2006,41.35
Saudi Arabia,SAU,2007,41.23
Saudi Arabia,SAU,2008,41.23
Saudi Arabia,SAU,2009,32.9
Saudi Arabia,SAU,2010,32.19
Saudi Arabia,SAU,2011,33.79
Saudi Arabia,SAU,2012,33.99
Saudi Arabia,SAU,2013,34.84
Saudi Arabia,SAU,2014,35.02
Saudi Arabia,SAU,2015,37.89
Saudi Arabia,SAU,2016,38.02
Saudi Arabia,SAU,2017,35.38
Saudi Arabia,SAU,2018,36.7
Saudi Arabia,SAU,2019,36.7
Senegal,SEN,2000,26.77
Senegal,SEN,2001,29.16
Senegal,SEN,2002,31.57
Senegal,SEN,2003,30.46
Senegal,SEN,2004,13.97
Senegal,SEN,2005,15.34
Senegal,SEN,2006,20.55
Senegal,SEN,2007,19.34
Senegal,SEN,2008,22.52
Senegal,SEN,2009,22.07
Senegal,SEN,2010,20.8
Senegal,SEN,2011,23.85
Senegal,SEN,2012,22.9
Senegal,SEN,2013,21.65
Senegal,SEN,2014,21.65
Senegal,SEN,2015,21.65
Senegal,SEN,2016,21.65
Senegal,SEN,2017,21.65
Senegal,SEN,2018,21.65
Senegal,SEN,2019,21.65
Serbia,SRB,2000,24.41
Serbia,SRB,2001,24.41
Serbia,SRB,2002,24.41
Serbia,SRB,2003,24.41
Serbia,SRB,2004,24.41
Serbia,SRB,2005,24.41
Serbia,SRB,2006,21.36
Serbia,SRB,2007,22.07
Serbia,SRB,2008,21.85
Serbia,SRB,2009,20.42
Serbia,SRB,2010,18.64
Serbia,SRB,2011,19.63
Serbia,SRB,2012,20.06
Serbia,SRB,2013,24.88
Serbia,SRB,2014,25.92
Serbia,SRB,2015,25.74
Serbia,SRB,2016,25.42
Serbia,SRB,2017,25.77
Serbia,SRB,2018,24.65
Serbia,SRB,2019,24.65
Singapore,SGP,2000,78.52
Singapore,SGP,2001,79.28
Singapore,SGP,2002,80.49
Singapore,SGP,2003,80.6
Singapore,SGP,2004,82.34
Singapore,SGP,2005,82.76
Singapore,SGP,2006,84.58
Singapore,SGP,2007,86.56
Singapore,SGP,2008,88.04
Singapore,SGP,2009,83.07
Singapore,SGP,2010,85.18
Singapore,SGP,2011,85.64
Singapore,SGP,2012,84.6
Singapore,SGP,2013,85.17
Singapore,SGP,2014,85.07
Singapore,SGP,2015,81.42
Singapore,SGP,2016,80.9
Singapore,SGP,2017,82.35
Singapore,SGP,2018,86.4
Singapore,SGP,2019,85.06
Slovakia,SVK,2000,33.66
Slovakia,SVK,2001,34.98
Slovakia,SVK,2002,36.06
Slovakia,SVK,2003,38.21
Slovakia,SVK,2004,35.18
Slovakia,SVK,2005,36.13
Slovakia,SVK,2006,39.99
Slovakia,SVK,2007,43.42
Slovakia,SVK,2008,41.53
Slovakia,SVK,2009,43.3
Slovakia,SVK,2010,46.58
Slovakia,SVK,2011,44.86
Slovakia,SVK,2012,48.49
Slovakia,SVK,2013,50.02
Slovakia,SVK,2014,47.97
Slovakia,SVK,2015,49.66
Slovakia,SVK,2016,48.14
Slovakia,SVK,2017,48.67
Slovakia,SVK,2018,49.52
Slovakia,SVK,2019,50.73
Slovenia,SVN,2000,36.6
Slovenia,SVN,2001,37.5
Slovenia,SVN,2002,38.92
Slovenia,SVN,2003,41.85
Slovenia,SVN,2004,42.62
Slovenia,SVN,2005,42.3
Slovenia,SVN,2006,43.27
Slovenia,SVN,2007,43
Slovenia,SVN,2008,45.78
Slovenia,SVN,2009,46.52
Slovenia,SVN,2010,48.32
Slovenia,SVN,2011,49.39
Slovenia,SVN,2012,49.79
Slovenia,SVN,2013,50.73
Slovenia,SVN,2014,49.89
Slovenia,SVN,2015,37.54
Slovenia,SVN,2016,37.27
Slovenia,SVN,2017,38
Slovenia,SVN,2018,37.35
Slovenia,SVN,2019,37.24
Small Island Developing States (SIDS),,2000,69.23
Small Island Developing States (SIDS),,2001,71.58
Small Island Developing States (SIDS),,2002,73.19
Small Island Developing States (SIDS),,2003,73.89
Small Island Developing States (SIDS),,2004,74.37
Small Island Developing States (SIDS),,2005,73.4
Small Island Developing States (SIDS),,2006,73.32
Small Island Developing States (SIDS),,2007,73.25
Small Island Developing States (SIDS),,2008,72.55
Small Island Developing States (SIDS),,2009,71.6
Small Island Developing States (SIDS),,2010,73.08
Small Island Developing States (SIDS),,2011,72.84
Small Island Developing States (SIDS),,2012,71.9
Small Island Developing States (SIDS),,2013,72.02
Small Island Developing States (SIDS),,2014,72.11
Small Island Developing States (SIDS),,2015,70.77
Small Island Developing States (SIDS),,2016,70.88
Small Island Developing States (SIDS),,2017,71.44
Small Island Developing States (SIDS),,2018,74.42
Small Island Developing States (SIDS),,2019,73.63
South Africa,ZAF,2000,24.24
South Africa,ZAF,2001,25.62
South Africa,ZAF,2002,25.46
South Africa,ZAF,2003,25.06
South Africa,ZAF,2004,25.21
South Africa,ZAF,2005,25.58
South Africa,ZAF,2006,26
South Africa,ZAF,2007,24.54
South Africa,ZAF,2008,23.56
South Africa,ZAF,2009,24.96
South Africa,ZAF,2010,25.16
South Africa,ZAF,2011,24.43
South Africa,ZAF,2012,24.43
South Africa,ZAF,2013,24.43
South Africa,ZAF,2014,24.43
South Africa,ZAF,2015,24.43
South Africa,ZAF,2016,24.43
South Africa,ZAF,2017,24.43
South Africa,ZAF,2018,24.43
South Africa,ZAF,2019,24.43
South America,,2000,29.95
South America,,2001,29.53
South America,,2002,29.39
South America,,2003,29.28
South America,,2004,29.84
South America,,2005,28.11
South America,,2006,28.5
South America,,2007,29.66
South America,,2008,30.8
South America,,2009,29.7
South America,,2010,31.29
South America,,2011,30.71
South America,,2012,29.17
South America,,2013,29.6
South America,,2014,28.42
South America,,2015,28.37
South America,,2016,27.37
South America,,2017,29.37
South America,,2018,28.06
South America,,2019,27.94
South Korea,KOR,2000,58.87
South Korea,KOR,2001,58.91
South Korea,KOR,2002,60.14
South Korea,KOR,2003,60.49
South Korea,KOR,2004,60.82
South Korea,KOR,2005,60.16
South Korea,KOR,2006,62.5
South Korea,KOR,2007,65.46
South Korea,KOR,2008,65.1
South Korea,KOR,2009,68.03
South Korea,KOR,2010,61.23
South Korea,KOR,2011,69.01
South Korea,KOR,2012,67
South Korea,KOR,2013,67.24
South Korea,KOR,2014,66.79
South Korea,KOR,2015,66.96
South Korea,KOR,2016,66.18
South Korea,KOR,2017,66.19
South Korea,KOR,2018,63.83
South Korea,KOR,2019,63.83
South-eastern Asia,,2000,44.87
South-eastern Asia,,2001,42.29
South-eastern Asia,,2002,42.56
South-eastern Asia,,2003,43.22
South-eastern Asia,,2004,43.99
South-eastern Asia,,2005,45.86
South-eastern Asia,,2006,45.87
South-eastern Asia,,2007,45.85
South-eastern Asia,,2008,44.58
South-eastern Asia,,2009,44.57
South-eastern Asia,,2010,45.55
South-eastern Asia,,2011,43.25
South-eastern Asia,,2012,44.5
South-eastern Asia,,2013,42.47
South-eastern Asia,,2014,43.63
South-eastern Asia,,2015,43.37
South-eastern Asia,,2016,40.73
South-eastern Asia,,2017,44.49
South-eastern Asia,,2018,45.54
South-eastern Asia,,2019,44.69
Southern Africa,,2000,23.12
Southern Africa,,2001,24.38
Southern Africa,,2002,25.43
Southern Africa,,2003,24.89
Southern Africa,,2004,24.99
Southern Africa,,2005,24.46
Southern Africa,,2006,24.65
Southern Africa,,2007,23.21
Southern Africa,,2008,22.43
Southern Africa,,2009,23.56
Southern Africa,,2010,23.81
Southern Africa,,2011,22.96
Southern Africa,,2012,22.92
Southern Africa,,2013,22.95
Southern Africa,,2014,22.96
Southern Africa,,2015,22.84
Southern Africa,,2016,22.81
Southern Africa,,2017,22.84
Southern Africa,,2018,22.8
Southern Africa,,2019,22.84
Southern Asia,,2000,37.81
Southern Asia,,2001,39.23
Southern Asia,,2002,36.96
Southern Asia,,2003,37.02
Southern Asia,,2004,35.85
Southern Asia,,2005,37.05
Southern Asia,,2006,35.38
Southern Asia,,2007,33.55
Southern Asia,,2008,36.27
Southern Asia,,2009,38.71
Southern Asia,,2010,37.39
Southern Asia,,2011,38.24
Southern Asia,,2012,36.94
Southern Asia,,2013,35.07
Southern Asia,,2014,35.99
Southern Asia,,2015,38.6
Southern Asia,,2016,37.23
Southern Asia,,2017,37.27
Southern Asia,,2018,37.32
Southern Asia,,2019,36.93
Southern Europe,,2000,35.4
Southern Europe,,2001,34.71
Southern Europe,,2002,34.26
Southern Europe,,2003,34.28
Southern Europe,,2004,33.91
Southern Europe,,2005,33.96
Southern Europe,,2006,34.57
Southern Europe,,2007,34.49
Southern Europe,,2008,36.64
Southern Europe,,2009,37.57
Southern Europe,,2010,38.84
Southern Europe,,2011,38.91
